"qa_pair_id","question","correct_answer","model_output","exact_match","conflict_type","new_fact_seq","new_fact_text","new_fact_retrieved","new_fact_rank","new_fact_ppr","old_fact_seq","old_fact_text","old_answer","old_fact_retrieved","old_fact_rank","old_fact_ppr","update_gap","ppr_favors","fail_reason","p1_summary","p2_summary","p3_summary","p4_summary","p5_summary","p6_summary","p7_summary","p8_summary","p9_summary","p10_summary"
"factconsolidation_sh_6k_no77","Who is the chairperson of Congolese Party of Labour?","Stephen McNeil","Stephen McNeil","True","has_pair","445","The chairperson of Congolese Party of Labour is Stephen McNeil.","True","2","0.044159","54","The chairperson of Congolese Party of Labour is Denis Sassou-Nguesso.","Denis Sassou-Nguesso","True","1","0.055171","391","old_higher_ppr","","Frank Zappa died in the city of Los Angeles. 38. Dave Filoni is employed by Lucasfilm. 39. Henri Grégoire is a citizen of France. 40. Christianity was founded in the city of Jerusalem. 41. Germany is ...","Steve Sax is associated with the sport of association football. 418. Tunisia national football team is associated with the sport of basketball. 419. Blair Walsh plays the position of placekicker. 420....","The headquarters of Berklee College of Music is located in the city of Boston. 381. Elton John is a citizen of United Kingdom. 382. baseball was created in the country of Japan. 383. The official lang...","Rocket Man was performed by Ayumi Hamasaki. 230. Ford Motor Company was founded by Henri Grégoire. 231. Walter Chrysler's child is Charles Frederick, Duke of Holstein-Gottorp. 232. The chairperson of ...","The author of The Witcher is T. S. Eliot. 306. Thomas Kyd was born in the city of Leeds. 307. Jesus Christ worked in the city of Galilee. 308. John Harkes is associated with the sport of association f...","FC Irtysh Omsk is associated with the sport of association football. 150. cricket was created in the country of Australia. 151. The official language of Australia is Arabic. 152. Stephen McNeil works ...","Thomas Arne was born in the city of London. 343. Charles Messier is a citizen of Iran. 344. The author of Starship Troopers is Daphne du Maurier. 345. Thus Spoke Zarathustra was created in the country...","Here is a list of facts: 0. Thomas Kyd was born in the city of London. 1. The chairperson of Fatah is Mahmoud Abbas. 2. Amy Winehouse died in the city of Camden Town. 3. Hines Ward plays the position ...","189. Hugh Hefner is famous for The Vampyre. 190. The capital of Czech Republic is Prague. 191. Aristotle's child is Nicomachus. 192. Ernst Heinkel is a citizen of Germany. 193. Catholic Church was fou...","267. post-punk was created in the country of Canada. 268. Ellen Pompeo is a citizen of United States of America. 269. Daniele De Rossi plays the position of midfielder. 270. Oscar Wilde died in the ci..."
"factconsolidation_sh_6k_no78","Which sport is flanker associated with?","rugby union","rugby union.","True","no_conflict_pair","258","flanker is associated with the sport of rugby union.","True","4","0.019231","","","","False","","","","no_pair","","Here is a list of facts: 0. Thomas Kyd was born in the city of London. 1. The chairperson of Fatah is Mahmoud Abbas. 2. Amy Winehouse died in the city of Camden Town. 3. Hines Ward plays the position ...","The author of The Witcher is T. S. Eliot. 306. Thomas Kyd was born in the city of Leeds. 307. Jesus Christ worked in the city of Galilee. 308. John Harkes is associated with the sport of association f...","Australia is located in the continent of Oceania. 76. The author of The Birth of Tragedy is Friedrich Nietzsche. 77. The author of The Birth of Tragedy is Stephen Crane. 78. placekicker is associated ...","Rocket Man was performed by Ayumi Hamasaki. 230. Ford Motor Company was founded by Henri Grégoire. 231. Walter Chrysler's child is Charles Frederick, Duke of Holstein-Gottorp. 232. The chairperson of ...","Steve Sax is associated with the sport of association football. 418. Tunisia national football team is associated with the sport of basketball. 419. Blair Walsh plays the position of placekicker. 420....","FC Irtysh Omsk is associated with the sport of association football. 150. cricket was created in the country of Australia. 151. The official language of Australia is Arabic. 152. Stephen McNeil works ...","Frank Zappa died in the city of Los Angeles. 38. Dave Filoni is employed by Lucasfilm. 39. Henri Grégoire is a citizen of France. 40. Christianity was founded in the city of Jerusalem. 41. Germany is ...","267. post-punk was created in the country of Canada. 268. Ellen Pompeo is a citizen of United States of America. 269. Daniele De Rossi plays the position of midfielder. 270. Oscar Wilde died in the ci...","189. Hugh Hefner is famous for The Vampyre. 190. The capital of Czech Republic is Prague. 191. Aristotle's child is Nicomachus. 192. Ernst Heinkel is a citizen of Germany. 193. Catholic Church was fou...","Thomas Arne was born in the city of London. 343. Charles Messier is a citizen of Iran. 344. The author of Starship Troopers is Daphne du Maurier. 345. Thus Spoke Zarathustra was created in the country..."
"factconsolidation_sh_6k_no79","What is the capital of Czech Republic?","Prague","Prague","True","no_conflict_pair","190","The capital of Czech Republic is Prague.","True","1","0.101899","","","","False","","","","no_pair","","189. Hugh Hefner is famous for The Vampyre. [NEW]190. The capital of Czech Republic is Prague. 191. Aristotle's child is Nicomachus. 192. Ernst Heinkel is a citizen of Germany. 193. Catholic Church wa...","267. post-punk was created in the country of Canada. 268. Ellen Pompeo is a citizen of United States of America. 269. Daniele De Rossi plays the position of midfielder. 270. Oscar Wilde died in the ci...","FC Irtysh Omsk is associated with the sport of association football. 150. cricket was created in the country of Australia. 151. The official language of Australia is Arabic. 152. Stephen McNeil works ...","Steve Sax is associated with the sport of association football. 418. Tunisia national football team is associated with the sport of basketball. 419. Blair Walsh plays the position of placekicker. 420....","Rocket Man was performed by Ayumi Hamasaki. 230. Ford Motor Company was founded by Henri Grégoire. 231. Walter Chrysler's child is Charles Frederick, Duke of Holstein-Gottorp. 232. The chairperson of ...","Here is a list of facts: 0. Thomas Kyd was born in the city of London. 1. The chairperson of Fatah is Mahmoud Abbas. 2. Amy Winehouse died in the city of Camden Town. 3. Hines Ward plays the position ...","The author of The Witcher is T. S. Eliot. 306. Thomas Kyd was born in the city of Leeds. 307. Jesus Christ worked in the city of Galilee. 308. John Harkes is associated with the sport of association f...","Thomas Arne was born in the city of London. 343. Charles Messier is a citizen of Iran. 344. The author of Starship Troopers is Daphne du Maurier. 345. Thus Spoke Zarathustra was created in the country...","The headquarters of Berklee College of Music is located in the city of Boston. 381. Elton John is a citizen of United Kingdom. 382. baseball was created in the country of Japan. 383. The official lang...","Frank Zappa died in the city of Los Angeles. 38. Dave Filoni is employed by Lucasfilm. 39. Henri Grégoire is a citizen of France. 40. Christianity was founded in the city of Jerusalem. 41. Germany is ..."
"factconsolidation_sh_6k_no80","What position does Lisa Leslie play?","goaltender","goaltender.","True","has_pair","169","Lisa Leslie plays the position of goaltender.","True","2","0.053765","14","Lisa Leslie plays the position of center.","center","True","1","0.054476","155","old_higher_ppr","","Here is a list of facts: 0. Thomas Kyd was born in the city of London. 1. The chairperson of Fatah is Mahmoud Abbas. 2. Amy Winehouse died in the city of Camden Town. 3. Hines Ward plays the position ...","FC Irtysh Omsk is associated with the sport of association football. 150. cricket was created in the country of Australia. 151. The official language of Australia is Arabic. 152. Stephen McNeil works ...","The author of The Witcher is T. S. Eliot. 306. Thomas Kyd was born in the city of Leeds. 307. Jesus Christ worked in the city of Galilee. 308. John Harkes is associated with the sport of association f...","Steve Sax is associated with the sport of association football. 418. Tunisia national football team is associated with the sport of basketball. 419. Blair Walsh plays the position of placekicker. 420....","267. post-punk was created in the country of Canada. 268. Ellen Pompeo is a citizen of United States of America. 269. Daniele De Rossi plays the position of midfielder. 270. Oscar Wilde died in the ci...","189. Hugh Hefner is famous for The Vampyre. 190. The capital of Czech Republic is Prague. 191. Aristotle's child is Nicomachus. 192. Ernst Heinkel is a citizen of Germany. 193. Catholic Church was fou...","Frank Zappa died in the city of Los Angeles. 38. Dave Filoni is employed by Lucasfilm. 39. Henri Grégoire is a citizen of France. 40. Christianity was founded in the city of Jerusalem. 41. Germany is ...","Australia is located in the continent of Oceania. 76. The author of The Birth of Tragedy is Friedrich Nietzsche. 77. The author of The Birth of Tragedy is Stephen Crane. 78. placekicker is associated ...","The headquarters of Berklee College of Music is located in the city of Boston. 381. Elton John is a citizen of United Kingdom. 382. baseball was created in the country of Japan. 383. The official lang...","Thomas Arne was born in the city of London. 343. Charles Messier is a citizen of Iran. 344. The author of Starship Troopers is Daphne du Maurier. 345. Thus Spoke Zarathustra was created in the country..."
"factconsolidation_sh_6k_no81","What is the name of the current head of state in Soviet Union?","Elizabeth II","Elizabeth II","True","has_pair","365","The name of the current head of state in Soviet Union is Elizabeth II.","True","4","0.007935","159","The name of the current head of state in Soviet Union is Mikhail Gorbachev.","Mikhail Gorbachev","True","1","0.128005","206","old_higher_ppr","","FC Irtysh Omsk is associated with the sport of association football. 150. cricket was created in the country of Australia. 151. The official language of Australia is Arabic. 152. Stephen McNeil works ...","Steve Sax is associated with the sport of association football. 418. Tunisia national football team is associated with the sport of basketball. 419. Blair Walsh plays the position of placekicker. 420....","Mario Puzo is famous for The Godfather. 113. London is located in the continent of Europe. 114. The headquarters of University of California, Berkeley is located in the city of Botevgrad. 115. The nam...","Thomas Arne was born in the city of London. 343. Charles Messier is a citizen of Iran. 344. The author of Starship Troopers is Daphne du Maurier. 345. Thus Spoke Zarathustra was created in the country...","The author of The Witcher is T. S. Eliot. 306. Thomas Kyd was born in the city of Leeds. 307. Jesus Christ worked in the city of Galilee. 308. John Harkes is associated with the sport of association f...","Australia is located in the continent of Oceania. 76. The author of The Birth of Tragedy is Friedrich Nietzsche. 77. The author of The Birth of Tragedy is Stephen Crane. 78. placekicker is associated ...","189. Hugh Hefner is famous for The Vampyre. 190. The capital of Czech Republic is Prague. 191. Aristotle's child is Nicomachus. 192. Ernst Heinkel is a citizen of Germany. 193. Catholic Church was fou...","Rocket Man was performed by Ayumi Hamasaki. 230. Ford Motor Company was founded by Henri Grégoire. 231. Walter Chrysler's child is Charles Frederick, Duke of Holstein-Gottorp. 232. The chairperson of ...","The headquarters of Berklee College of Music is located in the city of Boston. 381. Elton John is a citizen of United Kingdom. 382. baseball was created in the country of Japan. 383. The official lang...","267. post-punk was created in the country of Canada. 268. Ellen Pompeo is a citizen of United States of America. 269. Daniele De Rossi plays the position of midfielder. 270. Oscar Wilde died in the ci..."
"factconsolidation_sh_6k_no82","What is the country of citizenship of Ferdinand von Richthofen?","Canada","Canada.","True","has_pair","386","Ferdinand von Richthofen is a citizen of Canada.","True","2","0.034708","24","Ferdinand von Richthofen is a citizen of Germany.","Germany","True","1","0.041222","362","old_higher_ppr","","Here is a list of facts: 0. Thomas Kyd was born in the city of London. 1. The chairperson of Fatah is Mahmoud Abbas. 2. Amy Winehouse died in the city of Camden Town. 3. Hines Ward plays the position ...","The headquarters of Berklee College of Music is located in the city of Boston. 381. Elton John is a citizen of United Kingdom. 382. baseball was created in the country of Japan. 383. The official lang...","Steve Sax is associated with the sport of association football. 418. Tunisia national football team is associated with the sport of basketball. 419. Blair Walsh plays the position of placekicker. 420....","267. post-punk was created in the country of Canada. 268. Ellen Pompeo is a citizen of United States of America. 269. Daniele De Rossi plays the position of midfielder. 270. Oscar Wilde died in the ci...","Frank Zappa died in the city of Los Angeles. 38. Dave Filoni is employed by Lucasfilm. 39. Henri Grégoire is a citizen of France. 40. Christianity was founded in the city of Jerusalem. 41. Germany is ...","189. Hugh Hefner is famous for The Vampyre. 190. The capital of Czech Republic is Prague. 191. Aristotle's child is Nicomachus. 192. Ernst Heinkel is a citizen of Germany. 193. Catholic Church was fou...","Thomas Arne was born in the city of London. 343. Charles Messier is a citizen of Iran. 344. The author of Starship Troopers is Daphne du Maurier. 345. Thus Spoke Zarathustra was created in the country...","FC Irtysh Omsk is associated with the sport of association football. 150. cricket was created in the country of Australia. 151. The official language of Australia is Arabic. 152. Stephen McNeil works ...","Rocket Man was performed by Ayumi Hamasaki. 230. Ford Motor Company was founded by Henri Grégoire. 231. Walter Chrysler's child is Charles Frederick, Duke of Holstein-Gottorp. 232. The chairperson of ...","The author of The Witcher is T. S. Eliot. 306. Thomas Kyd was born in the city of Leeds. 307. Jesus Christ worked in the city of Galilee. 308. John Harkes is associated with the sport of association f..."
"factconsolidation_sh_6k_no83","Which religion is Karen Armstrong affiliated with?","Church of Scotland","Catholic Church.","False","has_pair","412","Karen Armstrong is affiliated with the religion of Church of Scotland.","True","1","0.042657","266","Karen Armstrong is affiliated with the religion of Catholic Church.","Catholic Church","True","2","0.037175","146","new_higher_ppr","older_fact","The headquarters of Berklee College of Music is located in the city of Boston. 381. Elton John is a citizen of United Kingdom. 382. baseball was created in the country of Japan. 383. The official lang...","Rocket Man was performed by Ayumi Hamasaki. 230. Ford Motor Company was founded by Henri Grégoire. 231. Walter Chrysler's child is Charles Frederick, Duke of Holstein-Gottorp. 232. The chairperson of ...","Here is a list of facts: 0. Thomas Kyd was born in the city of London. 1. The chairperson of Fatah is Mahmoud Abbas. 2. Amy Winehouse died in the city of Camden Town. 3. Hines Ward plays the position ...","The author of The Witcher is T. S. Eliot. 306. Thomas Kyd was born in the city of Leeds. 307. Jesus Christ worked in the city of Galilee. 308. John Harkes is associated with the sport of association f...","Frank Zappa died in the city of Los Angeles. 38. Dave Filoni is employed by Lucasfilm. 39. Henri Grégoire is a citizen of France. 40. Christianity was founded in the city of Jerusalem. 41. Germany is ...","Thomas Arne was born in the city of London. 343. Charles Messier is a citizen of Iran. 344. The author of Starship Troopers is Daphne du Maurier. 345. Thus Spoke Zarathustra was created in the country...","189. Hugh Hefner is famous for The Vampyre. 190. The capital of Czech Republic is Prague. 191. Aristotle's child is Nicomachus. 192. Ernst Heinkel is a citizen of Germany. 193. Catholic Church was fou...","FC Irtysh Omsk is associated with the sport of association football. 150. cricket was created in the country of Australia. 151. The official language of Australia is Arabic. 152. Stephen McNeil works ...","267. post-punk was created in the country of Canada. 268. Ellen Pompeo is a citizen of United States of America. 269. Daniele De Rossi plays the position of midfielder. 270. Oscar Wilde died in the ci...","Steve Sax is associated with the sport of association football. 418. Tunisia national football team is associated with the sport of basketball. 419. Blair Walsh plays the position of placekicker. 420...."
"factconsolidation_sh_6k_no84","Who was Vito Corleone created by?","Nobuhiro Watsuki","Mario Puzo.","False","has_pair","390","Vito Corleone was created by Nobuhiro Watsuki.","True","3","0.036076","256","Vito Corleone was created by Mario Puzo.","Mario Puzo","True","1","0.054206","134","old_higher_ppr","older_fact","Rocket Man was performed by Ayumi Hamasaki. 230. Ford Motor Company was founded by Henri Grégoire. 231. Walter Chrysler's child is Charles Frederick, Duke of Holstein-Gottorp. 232. The chairperson of ...","Mario Puzo is famous for The Godfather. 113. London is located in the continent of Europe. 114. The headquarters of University of California, Berkeley is located in the city of Botevgrad. 115. The nam...","The headquarters of Berklee College of Music is located in the city of Boston. 381. Elton John is a citizen of United Kingdom. 382. baseball was created in the country of Japan. 383. The official lang...","189. Hugh Hefner is famous for The Vampyre. 190. The capital of Czech Republic is Prague. 191. Aristotle's child is Nicomachus. 192. Ernst Heinkel is a citizen of Germany. 193. Catholic Church was fou...","Frank Zappa died in the city of Los Angeles. 38. Dave Filoni is employed by Lucasfilm. 39. Henri Grégoire is a citizen of France. 40. Christianity was founded in the city of Jerusalem. 41. Germany is ...","The author of The Witcher is T. S. Eliot. 306. Thomas Kyd was born in the city of Leeds. 307. Jesus Christ worked in the city of Galilee. 308. John Harkes is associated with the sport of association f...","267. post-punk was created in the country of Canada. 268. Ellen Pompeo is a citizen of United States of America. 269. Daniele De Rossi plays the position of midfielder. 270. Oscar Wilde died in the ci...","Thomas Arne was born in the city of London. 343. Charles Messier is a citizen of Iran. 344. The author of Starship Troopers is Daphne du Maurier. 345. Thus Spoke Zarathustra was created in the country...","FC Irtysh Omsk is associated with the sport of association football. 150. cricket was created in the country of Australia. 151. The official language of Australia is Arabic. 152. Stephen McNeil works ...","Steve Sax is associated with the sport of association football. 418. Tunisia national football team is associated with the sport of basketball. 419. Blair Walsh plays the position of placekicker. 420...."
"factconsolidation_sh_6k_no85","What is the capital of Romania?","Rajanpur","Rajanpur.","True","has_pair","449","The capital of Romania is Rajanpur.","True","4","0.010064","185","The capital of Romania is Bucharest.","Bucharest","True","1","0.072498","264","old_higher_ppr","","FC Irtysh Omsk is associated with the sport of association football. 150. cricket was created in the country of Australia. 151. The official language of Australia is Arabic. 152. Stephen McNeil works ...","The headquarters of Berklee College of Music is located in the city of Boston. 381. Elton John is a citizen of United Kingdom. 382. baseball was created in the country of Japan. 383. The official lang...","Thomas Arne was born in the city of London. 343. Charles Messier is a citizen of Iran. 344. The author of Starship Troopers is Daphne du Maurier. 345. Thus Spoke Zarathustra was created in the country...","Steve Sax is associated with the sport of association football. 418. Tunisia national football team is associated with the sport of basketball. 419. Blair Walsh plays the position of placekicker. 420....","189. Hugh Hefner is famous for The Vampyre. 190. The capital of Czech Republic is Prague. 191. Aristotle's child is Nicomachus. 192. Ernst Heinkel is a citizen of Germany. 193. Catholic Church was fou...","The author of The Witcher is T. S. Eliot. 306. Thomas Kyd was born in the city of Leeds. 307. Jesus Christ worked in the city of Galilee. 308. John Harkes is associated with the sport of association f...","Here is a list of facts: 0. Thomas Kyd was born in the city of London. 1. The chairperson of Fatah is Mahmoud Abbas. 2. Amy Winehouse died in the city of Camden Town. 3. Hines Ward plays the position ...","Rocket Man was performed by Ayumi Hamasaki. 230. Ford Motor Company was founded by Henri Grégoire. 231. Walter Chrysler's child is Charles Frederick, Duke of Holstein-Gottorp. 232. The chairperson of ...","267. post-punk was created in the country of Canada. 268. Ellen Pompeo is a citizen of United States of America. 269. Daniele De Rossi plays the position of midfielder. 270. Oscar Wilde died in the ci...","Australia is located in the continent of Oceania. 76. The author of The Birth of Tragedy is Friedrich Nietzsche. 77. The author of The Birth of Tragedy is Stephen Crane. 78. placekicker is associated ..."
"factconsolidation_sh_6k_no86","Which continent is India located in?","Africa","Asia.","False","has_pair","280","India is located in the continent of Africa.","True","3","0.042133","228","India is located in the continent of Asia.","Asia","True","2","0.042347","52","old_higher_ppr","older_fact","Australia is located in the continent of Oceania. 76. The author of The Birth of Tragedy is Friedrich Nietzsche. 77. The author of The Birth of Tragedy is Stephen Crane. 78. placekicker is associated ...","189. Hugh Hefner is famous for The Vampyre. 190. The capital of Czech Republic is Prague. 191. Aristotle's child is Nicomachus. 192. Ernst Heinkel is a citizen of Germany. 193. Catholic Church was fou...","267. post-punk was created in the country of Canada. 268. Ellen Pompeo is a citizen of United States of America. 269. Daniele De Rossi plays the position of midfielder. 270. Oscar Wilde died in the ci...","FC Irtysh Omsk is associated with the sport of association football. 150. cricket was created in the country of Australia. 151. The official language of Australia is Arabic. 152. Stephen McNeil works ...","Frank Zappa died in the city of Los Angeles. 38. Dave Filoni is employed by Lucasfilm. 39. Henri Grégoire is a citizen of France. 40. Christianity was founded in the city of Jerusalem. 41. Germany is ...","Steve Sax is associated with the sport of association football. 418. Tunisia national football team is associated with the sport of basketball. 419. Blair Walsh plays the position of placekicker. 420....","Here is a list of facts: 0. Thomas Kyd was born in the city of London. 1. The chairperson of Fatah is Mahmoud Abbas. 2. Amy Winehouse died in the city of Camden Town. 3. Hines Ward plays the position ...","The author of The Witcher is T. S. Eliot. 306. Thomas Kyd was born in the city of Leeds. 307. Jesus Christ worked in the city of Galilee. 308. John Harkes is associated with the sport of association f...","Thomas Arne was born in the city of London. 343. Charles Messier is a citizen of Iran. 344. The author of Starship Troopers is Daphne du Maurier. 345. Thus Spoke Zarathustra was created in the country...","Rocket Man was performed by Ayumi Hamasaki. 230. Ford Motor Company was founded by Henri Grégoire. 231. Walter Chrysler's child is Charles Frederick, Duke of Holstein-Gottorp. 232. The chairperson of ..."
"factconsolidation_sh_6k_no87","Which city did Olga of Kiev die in?","Rodez","Moscow","False","has_pair","450","Olga of Kiev died in the city of Rodez.","True","2","0.057837","125","Olga of Kiev died in the city of Kyiv.","Kyiv","True","1","0.058512","325","old_higher_ppr","entity_confused","Mario Puzo is famous for The Godfather. 113. London is located in the continent of Europe. 114. The headquarters of University of California, Berkeley is located in the city of Botevgrad. 115. The nam...","Steve Sax is associated with the sport of association football. 418. Tunisia national football team is associated with the sport of basketball. 419. Blair Walsh plays the position of placekicker. 420....","FC Irtysh Omsk is associated with the sport of association football. 150. cricket was created in the country of Australia. 151. The official language of Australia is Arabic. 152. Stephen McNeil works ...","Here is a list of facts: 0. Thomas Kyd was born in the city of London. 1. The chairperson of Fatah is Mahmoud Abbas. 2. Amy Winehouse died in the city of Camden Town. 3. Hines Ward plays the position ...","267. post-punk was created in the country of Canada. 268. Ellen Pompeo is a citizen of United States of America. 269. Daniele De Rossi plays the position of midfielder. 270. Oscar Wilde died in the ci...","Frank Zappa died in the city of Los Angeles. 38. Dave Filoni is employed by Lucasfilm. 39. Henri Grégoire is a citizen of France. 40. Christianity was founded in the city of Jerusalem. 41. Germany is ...","Australia is located in the continent of Oceania. 76. The author of The Birth of Tragedy is Friedrich Nietzsche. 77. The author of The Birth of Tragedy is Stephen Crane. 78. placekicker is associated ...","The author of The Witcher is T. S. Eliot. 306. Thomas Kyd was born in the city of Leeds. 307. Jesus Christ worked in the city of Galilee. 308. John Harkes is associated with the sport of association f...","The headquarters of Berklee College of Music is located in the city of Boston. 381. Elton John is a citizen of United Kingdom. 382. baseball was created in the country of Japan. 383. The official lang...","Thomas Arne was born in the city of London. 343. Charles Messier is a citizen of Iran. 344. The author of Starship Troopers is Daphne du Maurier. 345. Thus Spoke Zarathustra was created in the country..."
"factconsolidation_sh_6k_no88","Who founded Sasanian Empire?","Walter Chrysler","Walter Chrysler.","True","has_pair","264","Sasanian Empire was founded by Walter Chrysler.","True","2","0.038206","224","Sasanian Empire was founded by Ardashir I.","Ardashir I","True","1","0.065629","40","old_higher_ppr","","189. Hugh Hefner is famous for The Vampyre. 190. The capital of Czech Republic is Prague. 191. Aristotle's child is Nicomachus. 192. Ernst Heinkel is a citizen of Germany. 193. Catholic Church was fou...","Rocket Man was performed by Ayumi Hamasaki. 230. Ford Motor Company was founded by Henri Grégoire. 231. Walter Chrysler's child is Charles Frederick, Duke of Holstein-Gottorp. 232. The chairperson of ...","The headquarters of Berklee College of Music is located in the city of Boston. 381. Elton John is a citizen of United Kingdom. 382. baseball was created in the country of Japan. 383. The official lang...","Frank Zappa died in the city of Los Angeles. 38. Dave Filoni is employed by Lucasfilm. 39. Henri Grégoire is a citizen of France. 40. Christianity was founded in the city of Jerusalem. 41. Germany is ...","Here is a list of facts: 0. Thomas Kyd was born in the city of London. 1. The chairperson of Fatah is Mahmoud Abbas. 2. Amy Winehouse died in the city of Camden Town. 3. Hines Ward plays the position ...","Thomas Arne was born in the city of London. 343. Charles Messier is a citizen of Iran. 344. The author of Starship Troopers is Daphne du Maurier. 345. Thus Spoke Zarathustra was created in the country...","The author of The Witcher is T. S. Eliot. 306. Thomas Kyd was born in the city of Leeds. 307. Jesus Christ worked in the city of Galilee. 308. John Harkes is associated with the sport of association f...","FC Irtysh Omsk is associated with the sport of association football. 150. cricket was created in the country of Australia. 151. The official language of Australia is Arabic. 152. Stephen McNeil works ...","267. post-punk was created in the country of Canada. 268. Ellen Pompeo is a citizen of United States of America. 269. Daniele De Rossi plays the position of midfielder. 270. Oscar Wilde died in the ci...","Steve Sax is associated with the sport of association football. 418. Tunisia national football team is associated with the sport of basketball. 419. Blair Walsh plays the position of placekicker. 420...."
"factconsolidation_sh_6k_no89","Which city did Pedro Pierluisi work in?","Washington, D.C.","Washington, D.C.","True","no_conflict_pair","5","Pedro Pierluisi worked in the city of Washington, D.C..","True","1","0.062189","","","","False","","","","no_pair","","Here is a list of facts: 0. Thomas Kyd was born in the city of London. 1. The chairperson of Fatah is Mahmoud Abbas. 2. Amy Winehouse died in the city of Camden Town. 3. Hines Ward plays the position ...","267. post-punk was created in the country of Canada. 268. Ellen Pompeo is a citizen of United States of America. 269. Daniele De Rossi plays the position of midfielder. 270. Oscar Wilde died in the ci...","Rocket Man was performed by Ayumi Hamasaki. 230. Ford Motor Company was founded by Henri Grégoire. 231. Walter Chrysler's child is Charles Frederick, Duke of Holstein-Gottorp. 232. The chairperson of ...","The headquarters of Berklee College of Music is located in the city of Boston. 381. Elton John is a citizen of United Kingdom. 382. baseball was created in the country of Japan. 383. The official lang...","The author of The Witcher is T. S. Eliot. 306. Thomas Kyd was born in the city of Leeds. 307. Jesus Christ worked in the city of Galilee. 308. John Harkes is associated with the sport of association f...","Mario Puzo is famous for The Godfather. 113. London is located in the continent of Europe. 114. The headquarters of University of California, Berkeley is located in the city of Botevgrad. 11[NEW]5. Th...","Steve Sax is associated with the sport of association football. 418. Tunisia national football team is associated with the sport of basketball. 419. Blair Walsh plays the position of placekicker. 420....","Australia is located in the continent of Oceania. 76. The author of The Birth of Tragedy is Friedrich Nietzsche. 77. The author of The Birth of Tragedy is Stephen Crane. 78. placekicker is associated ...","189. Hugh Hefner is famous for The Vampyre. 190. The capital of Czech Republic is Prague. 191. Aristotle's child is Nicomachus. 192. Ernst Heinkel is a citizen of Germany. 193. Catholic Church was fou...","FC Irtysh Omsk is associated with the sport of association football. 150. cricket was created in the country of Australia. 151. The official language of Australia is Arabic. 152. Stephen McNeil works ..."
"factconsolidation_sh_6k_no90","Which sport is Surrey Senior Cup associated with?","basketball","association football.","False","has_pair","315","Surrey Senior Cup is associated with the sport of basketball.","True","1","0.050864","291","Surrey Senior Cup is associated with the sport of association football.","association football","True","2","0.044545","24","new_higher_ppr","older_fact","The author of The Witcher is T. S. Eliot. 306. Thomas Kyd was born in the city of Leeds. 307. Jesus Christ worked in the city of Galilee. 308. John Harkes is associated with the sport of association f...","267. post-punk was created in the country of Canada. 268. Ellen Pompeo is a citizen of United States of America. 269. Daniele De Rossi plays the position of midfielder. 270. Oscar Wilde died in the ci...","Steve Sax is associated with the sport of association football. 418. Tunisia national football team is associated with the sport of basketball. 419. Blair Walsh plays the position of placekicker. 420....","FC Irtysh Omsk is associated with the sport of association football. 150. cricket was created in the country of Australia. 151. The official language of Australia is Arabic. 152. Stephen McNeil works ...","Thomas Arne was born in the city of London. 343. Charles Messier is a citizen of Iran. 344. The author of Starship Troopers is Daphne du Maurier. 345. Thus Spoke Zarathustra was created in the country...","Frank Zappa died in the city of Los Angeles. 38. Dave Filoni is employed by Lucasfilm. 39. Henri Grégoire is a citizen of France. 40. Christianity was founded in the city of Jerusalem. 41. Germany is ...","Australia is located in the continent of Oceania. 76. The author of The Birth of Tragedy is Friedrich Nietzsche. 77. The author of The Birth of Tragedy is Stephen Crane. 78. placekicker is associated ...","Here is a list of facts: 0. Thomas Kyd was born in the city of London. 1. The chairperson of Fatah is Mahmoud Abbas. 2. Amy Winehouse died in the city of Camden Town. 3. Hines Ward plays the position ...","The headquarters of Berklee College of Music is located in the city of Boston. 381. Elton John is a citizen of United Kingdom. 382. baseball was created in the country of Japan. 383. The official lang...","189. Hugh Hefner is famous for The Vampyre. 190. The capital of Czech Republic is Prague. 191. Aristotle's child is Nicomachus. 192. Ernst Heinkel is a citizen of Germany. 193. Catholic Church was fou..."
